Tipologia_Luogo,Nome_Descrizione,Dettagli_Struttura,Prezzo_Totale,Paga_Zero_Oggi,Cancellazione_Gratuita,URL_Annuncio,Prezzo_Mostra_Totale,Prezzo_Mostra_Notte
Appartamento ⋅ Venezia,Casa Matilde a 2 passi dalla Biennale,"Casa Matilde a 2 passi dalla Biennale | 1 camera da letto 1 camera da letto 1 letto , · 1 letto 1 bagno , · 1 bagno | Host privato Host privato",4611 € in totale Mostra il dettaglio dei prezzi  4611 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1133406627410715320,4611,461.1
Appartamento ⋅ Venezia,*Terrazza 2BAGNI 3CAMERE POSIZIONE TOP S.Marc&Biennale/url/1/,"*Terrazza 2BAGNI 3CAMERE POSIZIONE TOP S.Marc&Biennale/url/1/ | 3 camere da letto 3 camere da letto 4 letti , · 4 letti 2 bagni , · 2 bagni | Host professionista Host professionista",7095 € in totale Mostra il dettaglio dei prezzi  7095 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/698435356902430959,7095,709.5
Appartamento ⋅ Venezia,"Ca' de le Ole, 3 camere, zona Giardini Biennale","Ca' de le Ole, 3 camere, zona Giardini Biennale | 3 camere da letto 3 camere da letto 4 letti , · 4 letti 1 bagno , · 1 bagno | Host professionista Host professionista",5646 € in totale Mostra il dettaglio dei prezzi  5646 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/44567393,5646,564.6
Appartamento ⋅ Venezia,"Cà Gemma Elegant Venice, a 8 minuti da San Marco","Cà Gemma Elegant Venice, a 8 minuti da San Marco | 3 camere da letto 3 camere da letto 4 letti , · 4 letti 2 bagni , · 2 bagni | Host privato Host privato",6266 € in totale Mostra il dettaglio dei prezzi  6266 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1104799871389380111,6266,626.6
Appartamento ⋅ Venezia,GuestHost - Castello Appartamento vista sul Canale,"GuestHost - Castello Appartamento vista sul Canale | 2 camere da letto 2 camere da letto 3 letti , · 3 letti 2 bagni , · 2 bagni | Host professionista Host professionista",5602 € 4756 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/52643828,4756,475.6
Appartamento ⋅ Venezia,Appartamento a Venezia per 7 persone con aria condizionata e wifi,"Appartamento a Venezia per 7 persone con aria condizionata e wifi | 2 camere da letto 2 camere da letto 5 letti , · 5 letti 1 bagno , · 1 bagno | Host professionista Host professionista",4524 € in totale Mostra il dettaglio dei prezzi  4524 € in totale,No,No,https://www.airbnb.it/rooms/1096925077199733564,4524,452.4
Casa ⋅ Venezia,Ver@ Venezi@ intero blocchetto,"Ver@ Venezi@ intero blocchetto | 3 camere da letto 3 camere da letto 3 letti , · 3 letti 3 bagni , · 3 bagni | Host privato Host privato",11.890 € in totale Mostra il dettaglio dei prezzi  11.890 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1262434343445735320,11890,1189.0
Appartamento ⋅ Venezia,Ca' Navagero 2-Riva degli Schiavoni,"Ca' Navagero 2-Riva degli Schiavoni | 3 camere da letto 3 camere da letto 5 letti , · 5 letti 3 bagni , · 3 bagni | Host professionista Host professionista",9115 € 8335 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/9748627,8335,833.5
Appartamento ⋅ Venezia,Bellissimo appartamento nel centro di Venezia,"Bellissimo appartamento nel centro di Venezia | 1 camera da letto 1 camera da letto 1 letto , · 1 letto 1 bagno , · 1 bagno | Host privato Host privato",3323 € 3038 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1434632165575747065,3038,303.8
Appartamento ⋅ Venezia,L'altana,"L'altana | 1 camera da letto 1 camera da letto 1 letto matrimoniale grande , · 1 letto matrimoniale grande 1 bagno , · 1 bagno | Host professionista Host professionista",7110 € 5706 € in totale Mostra il dettaglio dei prezzi  ,No,No,https://www.airbnb.it/rooms/549227960028006295,5706,570.6
Casa ⋅ Venezia,Residenza D' Artista a 5 minuti da San Marco,"Residenza D' Artista a 5 minuti da San Marco | 2 camere da letto 2 camere da letto 2 letti , · 2 letti 1 bagno , · 1 bagno | Host privato Host privato",9744 € 8054 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1268035283137815749,8054,805.4
Appartamento ⋅ Venezia,Suite La Celestia,"Suite La Celestia | 2 letti 2 letti 1 bagno , · 1 bagno | Host privato Host privato",3696 € in totale Mostra il dettaglio dei prezzi  3696 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/50499684,3696,369.6
Casa vacanze ⋅ Venezia,Studio-Flat appartamento in Venice,"Studio-Flat appartamento in Venice | 1 camera da letto 1 camera da letto 1 letto , · 1 letto 1 bagno , · 1 bagno | Host privato Host privato",2935 € 2686 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/311472,2686,268.6
Appartamento ⋅ Venezia,"Gorne, splendida casa, 2 stanze, 900mt da S. Marco","Gorne, splendida casa, 2 stanze, 900mt da S. Marco | 2 camere da letto 2 camere da letto 2 letti matrimoniali , · 2 letti matrimoniali 1 bagno , · 1 bagno | Host professionista Host professionista",4969 € in totale Mostra il dettaglio dei prezzi  4969 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/44549803,4969,496.9
Appartamento ⋅ Venezia,"Grazioso appartamento a San Marco, Venezia","Grazioso appartamento a San Marco, Venezia | 3 camere da letto 3 camere da letto 5 letti , · 5 letti 2 bagni , · 2 bagni | Host privato Host privato",3338 € 3049 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1654584655126514678,3049,304.9
Appartamento ⋅ Castello,Appartamento Laura (vicino alla Biennale Arsenale),"Appartamento Laura (vicino alla Biennale Arsenale) | 1 camera da letto 1 camera da letto 2 letti , · 2 letti 1 bagno , · 1 bagno | Host professionista Host professionista",5084 € in totale Mostra il dettaglio dei prezzi  5084 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/22760897,5084,508.4
Casa ⋅ Castello,"Il meglio a Venezia, San Marco/Biennale, con terrazza","Il meglio a Venezia, San Marco/Biennale, con terrazza | 5 camere da letto 5 camere da letto 8 letti , · 8 letti 2,5 bagni (anche di servizio) , · 2,5 bagni (anche di servizio) | Host professionista Host professionista",20.150 € in totale Mostra il dettaglio dei prezzi  20.150 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/50078067,20150,2015.0
Appartamento ⋅ Castello,Biennale d'arte di Garden Flat,"Biennale d'arte di Garden Flat | 1 camera da letto 1 camera da letto 2 letti , · 2 letti 1 bagno , · 1 bagno | Host privato Host privato",3271 € 2704 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1634780682419167311,2704,270.4
Appartamento ⋅ Castello,"Ca' S.Pietro, 2 camere nel cuore di Venezia","Ca' S.Pietro, 2 camere nel cuore di Venezia | 2 camere da letto 2 camere da letto 5 letti singoli , · 5 letti singoli 1 bagno , · 1 bagno | Host professionista Host professionista",4739 € in totale Mostra il dettaglio dei prezzi  4739 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/5402038,4739,473.9
Appartamento ⋅ Castello,Appartamento Casanova Carnevale centro Venezia,"Appartamento Casanova Carnevale centro Venezia | 1 camera da letto 1 camera da letto 3 letti , · 3 letti 1 bagno , · 1 bagno | Host privato Host privato",2180 € 2003 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1613066547037164291,2003,200.3
Appartamento ⋅ Castello,Appartamento Casanova all'Arsenale di Venezia,"Appartamento Casanova all'Arsenale di Venezia | 2 camere da letto 2 camere da letto 4 letti , · 4 letti 2 bagni , · 2 bagni | Host privato Host privato",4355 € 3983 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1535409734865229753,3983,398.3
Appartamento ⋅ Castello,Biennale Arte visive Flat Central,"Biennale Arte visive Flat Central | 1 camera da letto 1 camera da letto 5 letti , · 5 letti 1 bagno , · 1 bagno | Host privato Host privato",3226 € 2951 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1670226190039919636,2951,295.1
Boutique hotel ⋅ Castello,Camera XVIII - Dimora D'Epoca Trevisan,"Camera XVIII - Dimora D'Epoca Trevisan | 1 camera da letto 1 camera da letto 1 letto , · 1 letto 1 bagno , · 1 bagno | Host professionista Host professionista",5790 € 4642 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1615235536557294125,4642,464.2
Appartamento ⋅ Castello,Appartamento veneziano super romantico,"Appartamento veneziano super romantico | 1 camera da letto 1 camera da letto 1 letto , · 1 letto 1 bagno , · 1 bagno | Host privato Host privato",3276 € 2996 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1634789386010924342,2996,299.6
Appartamento ⋅ Castello,Moderno appartamento con terrazza in posizione centrale,"Moderno appartamento con terrazza in posizione centrale | 1 camera da letto 1 camera da letto 2 letti , · 2 letti 1 bagno , · 1 bagno | Host privato Host privato",4476 € 3716 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1657359309303952633,3716,371.6
Appartamento ⋅ Castello,Appartamento magico Giardini Casanova,"Appartamento magico Giardini Casanova | 1 camera da letto 1 camera da letto 1 letto , · 1 letto 1 bagno , · 1 bagno | Host privato Host privato",3591 € 3284 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1434972861498189112,3284,328.4
Appartamento ⋅ Castello,Arsenale Biennale Appartamento Venezia centro,"Arsenale Biennale Appartamento Venezia centro | 1 camera da letto 1 camera da letto 2 letti , · 2 letti 1 bagno , · 1 bagno | Host privato Host privato",3622 € 3313 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1665278779773117036,3313,331.3
Appartamento ⋅ Castello,Nuovo appartamento centrale Arsenale,"Nuovo appartamento centrale Arsenale | 2 letti 2 letti 1 bagno , · 1 bagno | Host privato Host privato",3373 € 3081 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1613675323075489263,3081,308.1
Appartamento ⋅ Castello,Palace Inn – Appartamento super lussuoso,"Palace Inn – Appartamento super lussuoso | 1 camera da letto 1 camera da letto 4 letti , · 4 letti 1 bagno , · 1 bagno | Host privato Host privato",3432 € 2839 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1667505864578579361,2839,283.9
Appartamento ⋅ Castello,Appartamento con terrazza e vista sul giardino in posizione centrale a San Marco,"Appartamento con terrazza e vista sul giardino in posizione centrale a San Marco | 1 camera da letto 1 camera da letto 4 letti , · 4 letti 1 bagno , · 1 bagno | Host privato Host privato",3287 € 3007 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1668985392785079777,3007,300.7
Appartamento ⋅ Castello,Art Flat Magic Palace a Venezia,"Art Flat Magic Palace a Venezia | 1 camera da letto 1 camera da letto 4 letti , · 4 letti 1 bagno , · 1 bagno | Host privato Host privato",4102 € 3752 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1666032584467209303,3752,375.2
Appartamento ⋅ Castello,Sissi Suite,"Sissi Suite | 1 camera da letto 1 camera da letto 1 letto , · 1 letto 1 bagno , · 1 bagno | Host professionista Host professionista",4721 € in totale Mostra il dettaglio dei prezzi  4721 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/6782983,4721,472.1
Appartamento ⋅ Castello,Appartamento di lusso a Venezia Centro,"Appartamento di lusso a Venezia Centro | 1 camera da letto 1 camera da letto 1 letto , · 1 letto 1 bagno , · 1 bagno | Host privato Host privato",3313 € 2741 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1533411709831125611,2741,274.1
Appartamento ⋅ Castello,"Palace Inn – Appartamento all'Arsenale, vicino alla Biennale","Palace Inn – Appartamento all'Arsenale, vicino alla Biennale | 1 camera da letto 1 camera da letto 4 letti , · 4 letti 1 bagno , · 1 bagno | Host privato Host privato",3369 € 3080 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1667498617864239556,3080,308.0
Alloggio (Castello),Porta da Mar - Piccola camera matrimoniale,"Porta da Mar - Piccola camera matrimoniale | 1 camera da letto 1 camera da letto 1 letto , · 1 letto 1 bagno , · 1 bagno | Host privato Host privato",4843 € 3883 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1630538086673461402,3883,388.3
Camera d'hotel ⋅ Castello,lussuoso appartamento 4 persone Piazza San Marco,"lussuoso appartamento 4 persone Piazza San Marco | 2 camere da letto 2 camere da letto 3 letti , · 3 letti 1 bagno , · 1 bagno | Host professionista Host professionista",6490 € 5841 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/15800362,5841,584.1
Castello: stanza,Quarto do Filipe - Stanza doppia 5min da S.Marco -,"Quarto do Filipe - Stanza doppia 5min da S.Marco - | 1 letto matrimoniale 1 letto matrimoniale 1 bagno , · 1 bagno | Host privato Host privato",11.206 € 8206 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/14291099,8206,820.6
Appartamento ⋅ Castello,Lion Palace con vista sul canale,"Lion Palace con vista sul canale | 1 camera da letto 1 camera da letto 1 letto a 2 piazze , · 1 letto a 2 piazze 1,5 bagni (anche di servizio) , · 1,5 bagni (anche di servizio) | Host professionista Host professionista",5597 € in totale Mostra il dettaglio dei prezzi  5597 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/49646809,5597,559.7
Camera d'hotel ⋅ Castello,Appartamento di lusso per 4 persone in Piazza San Marco,"Appartamento di lusso per 4 persone in Piazza San Marco | 3 camere da letto 3 camere da letto 3 letti , · 3 letti 1,5 bagni (anche di servizio) , · 1,5 bagni (anche di servizio) | Host professionista Host professionista",8260 € 7434 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/15812750,7434,743.4
Appartamento ⋅ Castello,Ca' Navagero Riva - Piano nobile,"Ca' Navagero Riva - Piano nobile | 4 camere da letto 4 camere da letto 4 letti , · 4 letti 4 bagni , · 4 bagni | Host professionista Host professionista",25.930 € in totale Mostra il dettaglio dei prezzi  25.930 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/841909187216059653,25930,2593.0
Alloggio (Castello),"Camere bagno condiviso, 3 persone, Venezia centro","Camere bagno condiviso, 3 persone, Venezia centro | 1 camera da letto 1 camera da letto 3 letti singoli , · 3 letti singoli 1 bagno , · 1 bagno | Host professionista Host professionista",2914 € in totale Mostra il dettaglio dei prezzi  2914 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/314923,2914,291.4
Castello: stanza,"Camere bagno condiviso, 2 persone, Venezia centro","Camere bagno condiviso, 2 persone, Venezia centro | 1 letto matrimoniale 1 letto matrimoniale 1 bagno , · 1 bagno | Host professionista Host professionista",2717 € in totale Mostra il dettaglio dei prezzi  2717 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/44571378,2717,271.7
Appartamento ⋅ Castello,Ca' Fontana,"Ca' Fontana | 1 camera da letto 1 camera da letto 1 letto a 2 piazze , · 1 letto a 2 piazze 1 bagno , · 1 bagno | Host professionista Host professionista",6121 € in totale Mostra il dettaglio dei prezzi  6121 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/43722291,6121,612.1
Alloggio (Castello),Porta da Mar - Camera matrimoniale o doppia,"Porta da Mar - Camera matrimoniale o doppia | 1 camera da letto 1 camera da letto 1 letto , · 1 letto 1 bagno , · 1 bagno | Host privato Host privato",5615 € 5058 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1256294037813987218,5058,505.8
Appartamento ⋅ Castello,Appartamento R&R con vista sul canale di Santa Giustina,"Appartamento R&R con vista sul canale di Santa Giustina | 2 camere da letto 2 camere da letto 3 letti , · 3 letti 2 bagni , · 2 bagni | Host professionista Host professionista",8152 € in totale Mostra il dettaglio dei prezzi  8152 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1049918743056228216,8152,815.2
Boutique hotel ⋅ Castello,Camera XVII - Dimora D'Epoca Trevisan,"Camera XVII - Dimora D'Epoca Trevisan | 1 camera da letto 1 camera da letto 1 letto , · 1 letto 2 bagni , · 2 bagni | Host professionista Host professionista",5910 € 4738 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1614664451826256106,4738,473.8
Appartamento ⋅ Castello,Elegante Dimora Nel Fascino Autentico Di Castello,"Elegante Dimora Nel Fascino Autentico Di Castello | 4 camere da letto 4 camere da letto 4 letti , · 4 letti 4 bagni , · 4 bagni | Host professionista Host professionista",20.022 € in totale Mostra il dettaglio dei prezzi  20.022 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1674497605192300556,20022,2002.2
Appartamento ⋅ Castello,Nuovo appartamento di lusso Arsenale Biennale,"Nuovo appartamento di lusso Arsenale Biennale | 2 camere da letto 2 camere da letto 5 letti , · 5 letti 2 bagni , · 2 bagni | Host privato Host privato",4875 € 4029 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1604302793116361128,4029,402.9
Appartamento ⋅ Castello,Sogno sull'acqua,"Sogno sull'acqua | 3 camere da letto 3 camere da letto 3 letti a 2 piazze , · 3 letti a 2 piazze 3 bagni , · 3 bagni | Host professionista Host professionista",11.975 € in totale Mostra il dettaglio dei prezzi  11.975 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/53058369,11975,1197.5
Alloggio (Castello),in barca al prezzo di una casa,"in barca al prezzo di una casa | 3 camere da letto 3 camere da letto 3 letti a 2 piazze , · 3 letti a 2 piazze 1,5 bagni (anche di servizio) , · 1,5 bagni (anche di servizio) | Host professionista Host professionista",6977 € 5864 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/53716520,5864,586.4
Alloggio (Castello),Incantevole camera rosa centralissima,"Incantevole camera rosa centralissima | 1 camera da letto 1 camera da letto 2 letti , · 2 letti 2 bagni , · 2 bagni | Host professionista Host professionista",5274 € 4553 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1678906956560557251,4553,455.3
Appartamento ⋅ Castello,Brunelleschi,"Brunelleschi | 3 camere da letto 3 camere da letto 3 letti matrimoniali grandi , · 3 letti matrimoniali grandi 3 bagni , · 3 bagni | Host professionista Host professionista",18.000 € 15.300 € in totale Mostra il dettaglio dei prezzi  ,No,No,https://www.airbnb.it/rooms/1568038261457564615,15300,1530.0
Appartamento ⋅ Castello,Corte dei Greci,"Corte dei Greci | 2 camere da letto 2 camere da letto 2 letti matrimoniali , · 2 letti matrimoniali 2 bagni , · 2 bagni | Host professionista Host professionista",9566 € in totale Mostra il dettaglio dei prezzi  9566 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1520852133657909788,9566,956.6
Appartamento ⋅ Castello,Biennale d'arte dell'appartamento veneziano,"Biennale d'arte dell'appartamento veneziano | 2 letti 2 letti 1 bagno , · 1 bagno | Host privato Host privato",3119 € 2849 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1614013707813853370,2849,284.9
Appartamento ⋅ Castello,Vera Venezia Uno e Due,"Vera Venezia Uno e Due | 2 camere da letto 2 camere da letto 2 letti , · 2 letti 2 bagni , · 2 bagni | Host privato Host privato",9761 € in totale Mostra il dettaglio dei prezzi  9761 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/566661455410636978,9761,976.1
Casa galleggiante ⋅ San Marco,Casa galleggiante a Venezia fino a 6 persone,"Casa galleggiante a Venezia fino a 6 persone | 3 camere da letto 3 camere da letto 4 letti , · 4 letti 3 bagni , · 3 bagni | Host professionista Host professionista",5810 € in totale Mostra il dettaglio dei prezzi  5810 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1259330569663834828,5810,581.0
Appartamento ⋅ Castello,Appartamento romantico nel centro di Venezia,"Appartamento romantico nel centro di Venezia | 1 camera da letto 1 camera da letto 1 letto , · 1 letto 1 bagno , · 1 bagno | Host privato Host privato",4365 € 3605 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1537066270582766684,3605,360.5
Appartamento ⋅ Castello,Appartamento romantico super centrale Do pozzi,"Appartamento romantico super centrale Do pozzi | 1 camera da letto 1 camera da letto 3 letti , · 3 letti 1 bagno , · 1 bagno | Host privato Host privato",2837 € 2361 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1613082004485155883,2361,236.1
Appartamento ⋅ Castello,tra la Biennale e Piazza San Marco,"tra la Biennale e Piazza San Marco | 2 camere da letto 2 camere da letto 2 letti , · 2 letti 2 bagni , · 2 bagni | Host privato Host privato",10.070 € in totale Mostra il dettaglio dei prezzi  10.070 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/4929237,10070,1007.0
Appartamento ⋅ Castello,Appartamento Casanova nel centro di Venezia,"Appartamento Casanova nel centro di Venezia | 2 camere da letto 2 camere da letto 4 letti , · 4 letti 2 bagni , · 2 bagni | Host privato Host privato",4220 € 3491 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1609698362298973427,3491,349.1
Boutique hotel ⋅ Castello,"Dimora D'Epoca Malipiero, Stanza bembo","Dimora D'Epoca Malipiero, Stanza bembo | 1 camera da letto 1 camera da letto 1 letto , · 1 letto 1 bagno , · 1 bagno | Host professionista Host professionista",9320 € 7466 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1612229054422916897,7466,746.6
Boutique hotel ⋅ Castello,"Dimora D'Epoca Malipiero, Stanza diedo","Dimora D'Epoca Malipiero, Stanza diedo | 1 camera da letto 1 camera da letto 1 letto , · 1 letto 1 bagno , · 1 bagno | Host professionista Host professionista",10.490 € 8404 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1604599376938215047,8404,840.4
Boutique hotel ⋅ Castello,"Dimora D'Epoca Malipiero, Stanza zen","Dimora D'Epoca Malipiero, Stanza zen | 1 camera da letto 1 camera da letto 2 letti , · 2 letti 1 bagno , · 1 bagno | Host professionista Host professionista",11.650 € 9332 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1603891804098735846,9332,933.2
Boutique hotel ⋅ Castello,"Dimora D'Epoca Malipiero, Stanza trevisan","Dimora D'Epoca Malipiero, Stanza trevisan | 1 camera da letto 1 camera da letto 1 letto , · 1 letto 1 bagno , · 1 bagno | Host professionista Host professionista",10.490 € 8404 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1603917154469410483,8404,840.4
Appartamento ⋅ Castello,Casanova Giardini biennale,"Casanova Giardini biennale | 1 camera da letto 1 camera da letto 3 letti , · 3 letti 1 bagno , · 1 bagno | Host privato Host privato",3576 € 3269 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1528474798662315831,3269,326.9
Appartamento ⋅ Castello,Perfetto per visitare Venezia - Nido San Marco,"Perfetto per visitare Venezia - Nido San Marco | 1 camera da letto 1 camera da letto 2 letti , · 2 letti 1 bagno , · 1 bagno | Host privato Host privato",4962 € 4539 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1640671049347253133,4539,453.9
